-1.073885411080138796e+00,2.026965714500259974e+00,-3.791430343792594027e+00,3.976261513358470889e+00,3.000000000000000000e+00
1.841256200730036818e+00,-2.550278625493875850e+00,1.726899472945149672e+00,-3.293686135373360191e+00,2.000000000000000000e+00
-4.984143864323529627e+00,2.377491449605244167e+00,-4.183119721013012438e+00,4.705034966871444624e+00,3.000000000000000000e+00
3.745198500287122645e+00,2.701514246237624484e+00,3.473492353044666192e+00,2.676662942058224637e+00,0.000000000000000000e+00
4.429640843697702834e+00,2.971783703292778078e+00,2.250463482071336507e+00,2.943562471749663789e+00,0.000000000000000000e+00
-3.428242710395031256e+00,-2.856083159138598671e+00,-2.545979695951175792e+00,-3.138266371546473810e+00,1.000000000000000000e+00
-3.067539915963823471e+00,4.322130937116753557e+00,-2.919486570240100054e+00,2.509407181970371603e+00,3.000000000000000000e+00
-3.239043573733456416e+00,3.565379192714181578e+00,-6.129843126918690821e+00,2.935437617134367017e+00,3.000000000000000000e+00
-2.738913912457862754e+00,3.927883435402745427e+00,-2.515977941604675916e+00,3.074765523228106368e+00,3.000000000000000000e+00
3.664943419053267259e+00,4.533173858422117952e+00,2.012632793128975806e+00,2.011559642006521820e+00,0.000000000000000000e+00
-2.833573261150303058e+00,-2.450470457138435254e+00,-4.487211638555753446e+00,-4.105099293052696829e+00,1.000000000000000000e+00
1.673353173287165374e+00,1.698275683732881847e+00,4.421862541086006182e+00,4.394487233807190307e+00,0.000000000000000000e+00
-4.770458186085170915e+00,-3.414270576338267915e+00,-3.321533045839710319e+00,-3.763017297074378487e+00,1.000000000000000000e+00
2.700648429759278990e+00,-2.781467139353455575e+00,1.963018706181279160e+00,-2.267386851313264451e+00,2.000000000000000000e+00
-3.554843695732415654e+00,-2.761727878720278806e+00,-1.238219143469210914e+00,-3.426740586688769241e+00,1.000000000000000000e+00
2.692302926051937995e+00,-6.036500469997454488e-01,2.711395056967908168e+00,-2.771222106720778733e+00,2.000000000000000000e+00
-3.419227527427978863e+00,2.713047906161172751e+00,-3.292676068243983512e+00,4.310291449768761218e+00,3.000000000000000000e+00
3.066745627585666600e+00,3.519374017533742904e+00,2.402344351333881356e+00,2.637149256622589810e+00,0.000000000000000000e+00
4.039173670988627229e+00,2.944254841945782797e+00,2.415566134168191770e+00,4.182987550971267510e+00,0.000000000000000000e+00
-2.643208287111468380e+00,3.281381712237481096e+00,-2.451171133498208476e+00,3.939261541146937162e+00,3.000000000000000000e+00
2.966527484587901498e+00,-3.072840380579714648e+00,3.545055270785659740e+00,-2.246793478974522973e+00,2.000000000000000000e+00
-1.987150855679597594e+00,-3.986229232688732971e+00,-2.935134280232982729e+00,-2.851482217058609603e+00,1.000000000000000000e+00
3.125625743069323725e+00,3.224891504245007035e+00,3.425208951237945776e+00,1.595691355862514094e+00,0.000000000000000000e+00
3.026678312362562906e+00,-3.776064107194007313e+00,2.836312194033130840e+00,-1.369965976706476463e+00,2.000000000000000000e+00
2.462856244826492791e+00,-1.824904918024933043e+00,3.671846956528344919e+00,-3.225686279727752126e+00,2.000000000000000000e+00
-3.597850103438422043e+00,-2.374361488824803690e+00,-3.135827703562209301e+00,-3.305846869990703318e+00,1.000000000000000000e+00
3.226007690728676103e+00,-2.229482125197649989e+00,2.629783508713968931e+00,-2.864299035993097320e+00,2.000000000000000000e+00
2.605049165602434158e+00,2.236353850580402813e+00,2.906838400706058589e+00,3.034446588348178597e+00,0.000000000000000000e+00
-5.741481196563286815e+00,4.058598768377512656e+00,-3.462926582377610529e+00,1.658783527330913055e+00,3.000000000000000000e+00
3.011403201025649956e+00,-1.732784783959605557e+00,3.290188662408650266e+00,-1.858444572049513743e+00,2.000000000000000000e+00
-3.131021532548814879e+00,1.796711225774270337e+00,-6.269747562975385158e-01,2.525710886570024627e+00,3.000000000000000000e+00
-1.840480295508459152e+00,2.342898559278201454e+00,-3.250717685298880610e+00,3.017763669576082552e+00,3.000000000000000000e+00
-3.367328583605540437e+00,4.419029672132043451e+00,-2.118925251875393378e+00,3.861500023337556264e+00,3.000000000000000000e+00
-4.167185049472374558e+00,2.492825811603840869e+00,-4.352137763904623924e+00,3.532655240292223109e+00,3.000000000000000000e+00
3.211872932155959592e+00,2.591550593554849513e+00,2.652531062193401290e+00,2.530127965189609363e+00,0.000000000000000000e+00
-2.049190748521638739e+00,2.854429743043262135e+00,-1.966354020928280821e+00,1.282101877610741125e+00,3.000000000000000000e+00
2.693937433483103661e+00,-3.301959547250989502e+00,3.890011502043643876e+00,-1.512788570418088563e+00,2.000000000000000000e+00
2.846449475052858169e+00,-5.261103569691194082e+00,2.648850308569289158e+00,-3.783544695197670116e+00,2.000000000000000000e+00
3.350631246242820716e+00,1.689221375054913654e+00,2.325160107398463794e+00,3.947743854762744586e+00,0.000000000000000000e+00
4.218667626941377868e+00,1.198222063411104710e+00,2.314283682972780198e+00,2.909517961474521464e+00,0.000000000000000000e+00
-4.159709783898162705e+00,-3.339325557935323374e+00,-1.042662345662463297e+00,-3.399144719129066683e+00,1.000000000000000000e+00
4.091658070543291892e+00,3.402238866922628446e+00,2.115608657253649660e+00,3.004976374433751207e+00,0.000000000000000000e+00
-3.859443681572734874e+00,-8.760228037454185213e-01,-3.638627109916311220e+00,-2.361234744987043666e+00,1.000000000000000000e+00
6.167487833797192565e+00,-2.854167980287661166e+00,4.256875083339308752e+00,-3.104043108456306488e+00,2.000000000000000000e+00
3.541302988209381830e+00,5.339200274453244077e+00,3.733293330473212990e+00,3.880542688042019961e+00,0.000000000000000000e+00
-3.178430910004576671e+00,-2.713791886346461624e+00,-3.694875196148974972e+00,-3.374832617003951096e+00,1.000000000000000000e+00
4.270176918436193070e+00,1.752748975695182176e+00,3.025934935014493732e+00,1.267171438437113995e+00,0.000000000000000000e+00
3.772786908288235708e+00,-2.843731858041985472e+00,2.028316234408250818e+00,-2.430845335333001955e+00,2.000000000000000000e+00
3.866576300429646285e+00,3.222942664237097077e+00,4.155410849570360554e+00,4.649547622365717281e+00,0.000000000000000000e+00
2.676038572708216101e+00,2.515919559042614662e+00,2.103374058714160277e+00,4.384748389299067739e+00,0.000000000000000000e+00
-3.332511166924373214e+00,-2.761577590808240057e+00,-3.192361052162720814e+00,-1.052311902943832145e+00,1.000000000000000000e+00
3.434156361301559990e+00,-1.090264509586194697e+00,1.477782256108773895e+00,-3.383056277265394485e+00,2.000000000000000000e+00
